file_0.xls: [html_utf-8] | 매칭 카테고리: ['유병자/간편', '수술/입원', '암보험', '뇌혈관', '심장질환', '간병 보험', '펫 보험', '연금저축/연금', '종신', '변액, 정기'] | 상품 예시: 미래에셋생명 변액종신보험 무배당 미담, 사망보험금(보장형 계약), 피보험자가 보험기간(종신) 중 사망하였을 경우
file_1.xls: [html_utf-8] | 매칭 카테고리: ['유병자/간편', '변액, 정기'] | 상품 예시: 미래에셋생명 헤리티지 변액정기보험 무배당 [일반가입형], 1. 피보험자가 기본보험기간 중 사망한 경우 2. 피보험자가 플러스보험기간 중 사망한 경우, 1. 계약일로부터 7년경과 계약해당일 전일까지 : 보험가입금액 + 가산보험금 + 추가납입보험료 적립액(장기납입보너스 적립액 포함) / 7년경과 계약해당일부터 보험기간동안 : 보험가입금액 + 사망시점의 체증보험금 + 가산보험금 + 추가납입보험료 적립액(장기납입보너스 적립액 포함) 2. 플러스보험금
file_2.xls: [html_utf-8] | 매칭 카테고리: ['수술/입원', '암보험', '뇌혈관', '심장질환', '펫 보험', '연금저축/연금', '종신', '변액, 정기'] | 상품 예시: 건강담은 GI변액종신보험 무배당, 피보험자가 보험기간(종신) 중 사망한 경우, 10,000만원(고액계약 보험료 할인 적용)
file_3.xls: [html_utf-8] | 매칭 카테고리: ['유병자/간편', '수술/입원', '암보험', '뇌혈관', '심장질환', '간병 보험', '펫 보험', '연금저축/연금', '종신', '변액, 정기'] | 상품 예시: 미래에셋생명 변액종신보험 무배당 미담, 사망보험금(보장형 계약), 피보험자가 보험기간(종신) 중 사망하였을 경우
file_4.xls: [html_utf-8] | 매칭 카테고리: ['유병자/간편', '변액, 정기'] | 상품 예시: 미래에셋생명 헤리티지 변액정기보험 무배당 [일반가입형], 1. 피보험자가 기본보험기간 중 사망한 경우 2. 피보험자가 플러스보험기간 중 사망한 경우, 1. 계약일로부터 7년경과 계약해당일 전일까지 : 보험가입금액 + 가산보험금 + 추가납입보험료 적립액(장기납입보너스 적립액 포함) / 7년경과 계약해당일부터 보험기간동안 : 보험가입금액 + 사망시점의 체증보험금 + 가산보험금 + 추가납입보험료 적립액(장기납입보너스 적립액 포함) 2. 플러스보험금
file_5.xls: [html_utf-8] | 매칭 카테고리: ['수술/입원', '암보험', '뇌혈관', '심장질환', '펫 보험', '연금저축/연금', '종신', '변액, 정기'] | 상품 예시: 건강담은 GI변액종신보험 무배당, 피보험자가 보험기간(종신) 중 사망한 경우, 10,000만원(고액계약 보험료 할인 적용)
file_6.xls: [html_utf-8] | 매칭 카테고리: ['유병자/간편', '어린이/신생아', '펫 보험', '연금저축/연금', '종신', '변액, 정기'] | 상품 예시: 삼성 탄탄한 변액연금보험(B2601)(무배당)[최저연금보증형], 삼성 탄탄한 변액연금보험(2601)(무배당)[최저연금보증형], 삼성 변액연금보험(2601)(무배당)
file_7.xls: [html_utf-8] | 매칭 카테고리: ['유병자/간편', '어린이/신생아', '펫 보험', '종신', '변액, 정기'] | 상품 예시: 미래에셋생명 변액적립보험 (무) 글로벌 자산관리, 미래에셋생명 변액저축보험 (무) 2504, 온라인 변액저축보험 (무) 진심의 차이
file_8.xls: [html_utf-8] | 매칭 카테고리: ['유병자/간편', '어린이/신생아', '펫 보험', '연금저축/연금', '종신', '변액, 정기'] | 상품 예시: 삼성 탄탄한 변액연금보험(B2601)(무배당)[최저연금보증형], 삼성 탄탄한 변액연금보험(2601)(무배당)[최저연금보증형], 삼성 변액연금보험(2601)(무배당)
file_9.xls: [html_utf-8] | 매칭 카테고리: ['유병자/간편', '어린이/신생아', '펫 보험', '종신', '변액, 정기'] | 상품 예시: 미래에셋생명 변액적립보험 (무) 글로벌 자산관리, 미래에셋생명 변액저축보험 (무) 2504, 온라인 변액저축보험 (무) 진심의 차이
file_10.xls: [html_utf-8] | 매칭 카테고리: ['치아보험', '유병자/간편', '수술/입원', '암보험', '뇌혈관', '심장질환', '간병 보험', '치매 간병보험', '재가/시설', '펫 보험', '연금저축/연금', '종신', '변액, 정기'] | 상품 예시: 한화생명 간편가입 제로백H종신보험 무배당, 보험기간 중 피보험자가 사망한 경우, 사망보험금 지급사유 발생 당시의 기준사망보험금(기준사망보험금은 상품요약서 참조)
file_11.xls: [html_utf-8] | 매칭 카테고리: ['치아보험', '유병자/간편', '수술/입원', '암보험', '뇌혈관', '심장질환', '간병 보험', '치매 간병보험', '재가/시설', '어린이/신생아', '운전자 보험', '펫 보험', '연금저축/연금', '종신', '변액, 정기'] | 상품 예시: 한화생명 경영인H정기보험 무배당_1종(5%체증형, 해약환급금 일부지급형), 피보험자가 보험기간 중 사망한 경우, 사망보험금 지급사유 발생당시의 기준사망보험금
file_12.xls: [html_utf-8] | 매칭 카테고리: ['치아보험', '유병자/간편', '수술/입원', '암보험', '뇌혈관', '심장질환', '간병 보험', '운전자 보험', '펫 보험', '골프 / 레저', '연금저축/연금', '종신'] | 상품 예시: 한화생명 H보장보험Ⅰ 무배당[일반가입], 보험기간 중 피보험자가 사망하였을 경우, 한화생명 H보장보험Ⅰ 무배당[간편가입]
file_13.xls: [html_utf-8] | 매칭 카테고리: ['치아보험', '유병자/간편', '수술/입원', '암보험', '뇌혈관', '심장질환', '간병 보험', '어린이/신생아', '펫 보험'] | 상품 예시: 한화생명 시그니처H암보험 무배당, 암사망보험금, 보험기간 중 피보험자가 암보장개시일 이후에 ‘암(기타피부암, 대장점막내암 제외)’ 또는 보장개시일 이후에 ‘기타피부암’, ‘대장점막내암’으로 진단이 확정되고, 보험기간 중 그 ‘암(기타피부암, 대장점막내암 제외)’, ‘기타피부암’ 또는 ‘대장점막내암’을 직접적인 원인으로 사망한 경우
file_14.xls: [html_utf-8] | 매칭 카테고리: ['유병자/간편', '수술/입원', '암보험', '뇌혈관', '심장질환', '치매 간병보험', '재가/시설', '펫 보험', '연금저축/연금', '종신'] | 상품 예시: 교보내생애맞춤건강종신보험 (무배당,보증비용부과형), 피보험자가 보험기간(종신) 중 사망하였을 경우, [진단보험금 지급사유가 발생하지 않은 경우] 기본보험금액의 100% + 가산계약자적립액 + 추가계약자적립액 [진단보험금 지급사유가 발생한 경우] 기본보험금액의 20% + 가산계약자적립액 + 추가계약자적립액
file_15.xls: [html_utf-8] | 매칭 카테고리: ['치아보험', '유병자/간편', '수술/입원', '암보험', '뇌혈관', '심장질환', '간병 보험', '치매 간병보험', '어린이/신생아', '자동차 보험', '운전자 보험', '펫 보험', '골프 / 레저', '연금저축/연금', '종신'] | 상품 예시: 한화생명 스마트H상해보험 무배당, 재해사망보험금, 보험기간 중 피보험자에게 재해가 발생하고 그 재해를 직접적인 원인으로 보험 기간 중 피보험자가 사망한 경우
file_16.xls: [html_utf-8] | 매칭 카테고리: ['치아보험', '유병자/간편', '수술/입원', '암보험', '뇌혈관', '심장질환', '어린이/신생아', '운전자 보험', '펫 보험', '변액, 정기'] | 상품 예시: (무)우리WON어린이보험(해약환급금 미지급형)[1형(재해장해보장형)], 보험기간 중 발생한 동일한 재해로 장해분류표에서 정한 장해지급률 중 3% 이상 100% 이하에 해당하는 장해상태가 되었을 때, 보험가입금액의 100% x 해당 장해지급률
file_17.xls: [html_utf-8] | 매칭 카테고리: ['치아보험', '유병자/간편', '수술/입원', '어린이/신생아', '펫 보험'] | 상품 예시: 한화생명 튼튼이 치아보험(갱신형) 무배당, 보험기간 중 피보험자가 치과치료보장개시일 이후에 ' 치아우식증(충치)' 또는 '치주질환(잇몸질환)'으로 진 단 확정 받고 해당 치아에 대하여 '충전치료'를 받거나, 보험기간 중 발생한 재해를 직접적인 원인으로 해당 치 아에 '충전치료'를 받았을 때(치아 치료 1개당 지급, 유 치ㆍ영구치 각각 연간 한도 없음) - 아말감 충전치료, 글래스아이노머 충전치료 - 레진 충전치료 - 아말감, 글래스아이노머, 레진 이외 충전치료 ※ 최초계약의 보험계약일로부터 1년 미만에 재해 이외 의 원인으로 지급사유 발생시 50% 지급, 보험기간 중 피보험자가 치과치료보장개시일 이후에 ‘치아우식증(충치)’ 또는 ‘치주질환(잇몸질환)’으로 진단 확정 받고 해당 치아에 대하여 ‘크라운치료’를 받거나, 보험기간 중 발생한 재해를 직접적인 원인으로 해당 치 아에 대하여 ‘크라운치료’를 받았을 때(치아 치료 1개 당 지급, 유치ㆍ영구치 각각 연간 한도 없음) ※ 최초계약의 보험계약일로부터 1년 미만에 재해 이외 의 원인으로 지급사유 발생시 50% 지급
file_18.xls: [html_utf-8] | 매칭 카테고리: ['유병자/간편', '수술/입원', '뇌혈관', '간병 보험', '치매 간병보험', '재가/시설', '펫 보험', '종신'] | 상품 예시: (무)우리WON케어간병보험(해약환급금 미지급형), 피보험자가 보험기간 중 「장기요양상태 보장개시일」 이후에 “1~2등급 장기요양상태”로 판정받았을 때 (다만, 최초 1회에 한함), 1. 가입나이 : 25세 ~ 최대 75세(보험형태별, 성별, 보험기간별, 납입기간별 상이) 2. 가입한도 : 100만원 ~ 3,000만원 3. 보험종류 : 해약환급금 미지급형 4. 보험기간 : 90세만기/95세만기/100세만기 5. 납입기간 : 10/15/20/30년납 6. 보험료 예시기준 : 해약환급금 미지급형, 가입금액 1,000만원, 40세, 90세만기, 20년납, 월납 7. 보험가격지수 예시기준 : 해약환급금 미지급형, 가입금액 1,000만원, 40세, 90세만기, 20년납, 월납 8. 특약보험료 예시 기준: 90세 만기, 20년납, 월납
file_19.xls: [html_utf-8] | 매칭 카테고리: ['유병자/간편', '수술/입원', '암보험', '뇌혈관', '심장질환', '운전자 보험', '펫 보험', '변액, 정기'] | 상품 예시: 교보e독서안심보험 (무배당), 시각질환 수술보험금, 피보험자가 보험기간 중 “시각질환”으로 진단이 확정되고 그 “시각질환”의 직접적인 치료를 목적으로 “수술”을 받았을 경우(다만, 연간 1회에 한함)
file_20.xls: [html_utf-8] | 매칭 카테고리: ['치아보험', '유병자/간편', '수술/입원', '암보험', '뇌혈관', '심장질환', '간병 보험', '치매 간병보험', '재가/시설', '펫 보험', '연금저축/연금', '종신', '변액, 정기'] | 상품 예시: 한화생명 간편가입 제로백H종신보험 무배당, 보험기간 중 피보험자가 사망한 경우, 사망보험금 지급사유 발생 당시의 기준사망보험금(기준사망보험금은 상품요약서 참조)
file_21.xls: [html_utf-8] | 매칭 카테고리: ['치아보험', '유병자/간편', '수술/입원', '암보험', '뇌혈관', '심장질환', '간병 보험', '치매 간병보험', '재가/시설', '어린이/신생아', '운전자 보험', '펫 보험', '연금저축/연금', '종신', '변액, 정기'] | 상품 예시: 한화생명 경영인H정기보험 무배당_1종(5%체증형, 해약환급금 일부지급형), 피보험자가 보험기간 중 사망한 경우, 사망보험금 지급사유 발생당시의 기준사망보험금
file_22.xls: [html_utf-8] | 매칭 카테고리: ['치아보험', '유병자/간편', '수술/입원', '암보험', '뇌혈관', '심장질환', '간병 보험', '운전자 보험', '펫 보험', '골프 / 레저', '연금저축/연금', '종신'] | 상품 예시: 한화생명 H보장보험Ⅰ 무배당[일반가입], 보험기간 중 피보험자가 사망하였을 경우, 한화생명 H보장보험Ⅰ 무배당[간편가입]
file_23.xls: [html_utf-8] | 매칭 카테고리: ['치아보험', '유병자/간편', '수술/입원', '암보험', '뇌혈관', '심장질환', '간병 보험', '어린이/신생아', '펫 보험'] | 상품 예시: 한화생명 시그니처H암보험 무배당, 암사망보험금, 보험기간 중 피보험자가 암보장개시일 이후에 ‘암(기타피부암, 대장점막내암 제외)’ 또는 보장개시일 이후에 ‘기타피부암’, ‘대장점막내암’으로 진단이 확정되고, 보험기간 중 그 ‘암(기타피부암, 대장점막내암 제외)’, ‘기타피부암’ 또는 ‘대장점막내암’을 직접적인 원인으로 사망한 경우
file_24.xls: [html_utf-8] | 매칭 카테고리: ['유병자/간편', '수술/입원', '암보험', '뇌혈관', '심장질환', '치매 간병보험', '재가/시설', '펫 보험', '연금저축/연금', '종신'] | 상품 예시: 교보내생애맞춤건강종신보험 (무배당,보증비용부과형), 피보험자가 보험기간(종신) 중 사망하였을 경우, [진단보험금 지급사유가 발생하지 않은 경우] 기본보험금액의 100% + 가산계약자적립액 + 추가계약자적립액 [진단보험금 지급사유가 발생한 경우] 기본보험금액의 20% + 가산계약자적립액 + 추가계약자적립액
file_25.xls: [html_utf-8] | 매칭 카테고리: ['치아보험', '유병자/간편', '수술/입원', '암보험', '뇌혈관', '심장질환', '간병 보험', '치매 간병보험', '어린이/신생아', '자동차 보험', '운전자 보험', '펫 보험', '골프 / 레저', '연금저축/연금', '종신'] | 상품 예시: 한화생명 스마트H상해보험 무배당, 재해사망보험금, 보험기간 중 피보험자에게 재해가 발생하고 그 재해를 직접적인 원인으로 보험 기간 중 피보험자가 사망한 경우
file_26.xls: [html_utf-8] | 매칭 카테고리: ['치아보험', '유병자/간편', '수술/입원', '암보험', '뇌혈관', '심장질환', '어린이/신생아', '운전자 보험', '펫 보험', '변액, 정기'] | 상품 예시: (무)우리WON어린이보험(해약환급금 미지급형)[1형(재해장해보장형)], 보험기간 중 발생한 동일한 재해로 장해분류표에서 정한 장해지급률 중 3% 이상 100% 이하에 해당하는 장해상태가 되었을 때, 보험가입금액의 100% x 해당 장해지급률
